1037,166,123,25,1020
1040,188,140,36,1161
1041,279,214,47,1719
1044,151,111,13,910
1051,184,135,39,1138
1063,164,110,8,990
1070,152,111,21,928
1073,130,94,8,784
1074,147,129,27,908
1079,287,220,5,1718
1081,223,162,36,1370
1082,154,120,32,950
1085,150,120,33,925
1088,143,105,29,881
1093,81,54,19,502
1100,192,156,35,1185
1123,220,171,17,1333
1131,201,155,42,1244
1133,192,171,16,1165
1152,265,187,25,1608
1158,161,109,13,976
1160,122,109,26,754
1162,172,125,32,1060
1173,230,156,28,1404
1184,239,187,42,1472
1202,132,93,28,818
1204,97,62,20,600
1208,218,171,40,1347
1211,198,171,16,1201
1220,192,140,37,1186
1224,191,156,8,1145
1235,185,141,7,1111
1239,121,88,24,748
1253,247,188,47,1525
1261,273,195,27,1660
1266,165,106,28,1018
1267,206,165,42,1272
1269,149,115,26,918
1271,192,142,34,1184
1278,211,187,36,1298
1287,239,187,46,1478
1291,150,109,31,926
1312,183,156,14,1106
1315,280,218,44,1719
1319,148,125,25,911
1331,255,281,45,1572
1333,146,125,29,901
1337,183,140,34,1130
1343,178,156,33,1097
1351,190,140,22,1154
1378,164,125,28,1011
1383,207,155,31,1272
1388,190,156,35,1171
1393,139,109,13,839
1406,213,171,44,1318
1408,123,93,6,737
1411,211,174,29,1294
1412,182,140,24,1114
1416,158,125,28,975
1420,110,77,8,664
1448,137,96,26,846
1455,192,178,35,1183
1467,152,125,32,940
1479,202,151,33,1240
1482,210,154,39,1298
1487,194,140,34,1195
1489,227,171,39,1400
1492,135,93,13,819
1494,214,171,41,1321
1497,277,217,45,1702
1500,188,133,31,1158
1505,200,157,37,1234
1523,178,140,36,1100
1535,226,167,46,1400
1545,230,208,46,1420
1563,253,187,46,1559
1568,220,168,43,1357
1574,286,248,47,1759
1576,206,160,39,1271
1578,193,140,37,1193
1581,231,165,46,1425
1594,210,146,8,1265
1599,250,188,45,1541
1605,181,133,22,1104
1609,213,161,39,1313
1625,257,197,46,1584
1627,194,141,40,1200
1642,202,148,35,1245
1645,219,157,31,1344
1649,214,158,37,1317
1663,194,144,37,1198
1676,172,128,36,1065
1682,212,156,39,1309
1691,186,139,32,1146
1694,236,171,43,1455
1696,219,177,40,1347
1698,199,150,38,1226
1704,201,145,8,1210
1705,184,125,19,1118
1736,215,171,40,1325
1748,191,145,40,1181
1766,150,114,28,925
1767,239,176,30,1458
1785,219,188,44,1356
1812,172,132,30,1059
1826,197,143,41,1218
1828,245,178,33,1501
1842,126,93,25,778
1844,226,163,14,1366
1849,221,166,43,1367
1852,227,160,41,1398
1855,195,141,40,1206
1867,273,199,48,1681
1869,197,164,14,1190
1896,296,228,52,1824
1899,202,173,42,1250
1901,216,157,39,1331
1905,210,155,16,1275
1910,245,193,38,1505
1912,170,142,33,1050
1952,199,175,35,1224
1956,168,128,21,1022
1958,169,128,34,1045
1960,263,187,50,1622
1986,214,162,43,1324
1987,215,163,37,1322
1989,206,152,36,1269
1995,254,201,50,1568
23,178,187,37,1099
34,139,116,29,860
37,156,118,25,961
38,174,140,37,1074
43,156,118,32,963
53,157,127,28,969
56,191,157,8,1150
69,188,156,33,1160
76,145,112,25,893
77,172,161,32,1059
80,151,118,30,930
81,175,142,35,1081
87,182,167,42,1125
100,165,132,30,1017
114,102,78,8,617
118,177,159,39,1094
120,185,160,41,1142
133,187,142,14,1136
140,195,162,41,1203
141,245,203,14,1477
142,182,142,33,1120
149,149,118,30,918
157,184,155,37,1134
23,178,196,37,1099
34,139,112,29,860
37,156,287,25,961
38,174,142,37,1074
43,156,119,32,963
53,157,124,28,969
56,191,164,8,1150
69,188,152,33,1160
76,145,120,25,893
77,172,149,32,1059
80,151,119,30,930
81,175,143,35,1081
87,182,179,42,1125
100,165,132,30,1017
114,102,96,8,617
118,177,158,39,1094
120,185,149,41,1142
133,187,142,14,1136
140,195,167,41,1203
141,245,200,14,1477
142,182,140,33,1120
149,149,123,30,918
157,184,149,37,1134
171,210,171,38,1294
173,180,155,38,1113
177,189,164,25,1153
180,147,115,32,910
185,244,194,26,1487
186,177,132,32,1090
193,186,148,36,1147
210,176,137,35,1085
216,152,121,31,938
217,160,121,31,988
235,206,174,39,1271
251,212,174,39,1308
257,166,135,20,1010
262,206,165,19,1252
263,185,145,32,1140
265,275,212,24,1668
280,170,139,35,1051
299,158,120,30,976
300,193,154,38,1195
314,150,125,28,925
317,178,134,34,1100
326,213,181,41,1315
353,196,152,40,1209
355,189,154,37,1169
356,231,177,43,1425
364,169,130,32,1044
372,209,168,40,1290
387,197,154,40,1213
393,202,166,41,1246
401,147,117,26,905
402,174,132,30,1070
416,230,175,44,1419
428,186,142,17,1131
432,213,164,17,1292
433,186,134,16,1131
439,201,158,40,1243
453,251,188,44,1545
459,224,178,47,1387
466,158,136,30,975
474,192,146,30,1178
479,189,135,8,1138
496,164,123,22,1006
501,153,115,16,933
532,207,164,37,1275
542,230,175,44,1420
544,205,157,37,1264
550,222,171,41,1366
555,187,141,21,1141
560,207,161,37,1273
568,230,186,37,1414
580,233,180,43,1435
588,132,103,25,816
597,131,94,16,800
612,202,159,39,1248
614,264,202,49,1627
625,234,184,17,1419
633,167,122,20,1020
634,241,191,42,1485
637,238,205,41,1464
638,188,142,33,1157
640,227,170,25,1383
649,137,97,26,845
651,228,180,44,1408
653,169,126,37,1049
654,258,210,46,1591
656,150,138,16,915
673,231,187,42,1423
675,243,185,12,1469
676,221,190,38,1358
677,234,200,44,1445
690,245,187,45,1510
696,259,235,40,1589
698,236,234,41,1451
707,151,120,3,909
710,250,205,34,1530
717,162,124,34,1000
719,153,121,25,941
721,224,177,45,1385
727,131,98,28,809
731,183,146,32,1127
739,194,143,24,1183
740,140,109,29,865
741,224,178,41,1382
746,170,134,35,1052
755,188,154,7,1132
761,151,114,29,932
783,205,169,34,1261
786,195,156,36,1200
795,220,167,47,1363
798,194,146,22,1182
803,225,184,15,1362
814,218,170,42,1348
827,184,138,37,1136
828,248,188,42,1527
836,139,94,17,846
857,179,134,33,1104
864,137,100,32,850
865,220,164,42,1359
870,121,87,24,747
887,112,82,25,693
888,180,149,34,1113
906,159,397,34,983
909,165,126,39,1023
912,128,93,28,793
922,166,126,40,1029
935,112,80,26,692
945,164,137,33,1011
947,80,61,18,495
955,105,97,21,648
958,211,178,42,1303
989,230,185,41,1416
999,143,103,27,883
1008,217,183,35,1333
1023,202,151,39,1248
1028,181,133,8,1090
1037,166,128,25,1020
1040,188,141,36,1161
1041,279,211,47,1719
1044,151,117,13,910
1051,184,139,39,1138
1063,164,118,8,990
1070,152,109,21,928
1073,130,92,8,784
1074,147,106,27,908
1079,287,228,5,1718
1081,223,168,36,1370
1082,154,119,32,950
1085,150,108,33,925
1088,143,102,29,881
1093,81,51,19,502
1100,192,166,35,1185
1123,220,174,17,1333
1131,201,152,42,1244
1133,192,146,16,1165
1152,265,583,25,1608
1158,161,117,13,976
1160,122,87,26,754
1162,172,135,32,1060
1173,230,167,28,1404
1184,239,176,42,1472
1202,132,132,28,818
1204,97,67,20,600
1208,218,181,40,1347
1211,198,153,16,1201
1220,192,146,37,1186
1224,191,144,8,1145
1235,185,137,7,1111
1239,121,87,24,748
1253,247,210,47,1525
1261,273,203,27,1660
1266,165,120,28,1018
1267,206,169,42,1272
1269,149,114,26,918
1271,192,142,34,1184
1278,211,157,36,1298
1287,239,194,46,1478
1291,150,117,31,926
1312,183,135,14,1106
1315,280,227,44,1719
1319,148,113,25,911
1331,255,194,45,1572
1333,146,112,29,901
1337,183,138,34,1130
1343,178,136,33,1097
1351,190,142,22,1154
1378,164,126,28,1011
1383,207,156,31,1272
1388,190,165,35,1171
1393,139,108,13,839
1406,213,173,44,1318
1408,123,87,6,737
1411,211,166,29,1294
1412,182,136,24,1114
1416,158,117,28,975
1420,110,80,8,664
1448,137,98,26,846
1455,192,183,35,1183
1467,152,116,32,940
1479,202,155,33,1240
1482,210,160,39,1298
1487,194,145,34,1195
1489,227,171,39,1400
1492,135,97,13,819
1494,214,163,41,1321
1497,277,219,45,1702
1500,188,151,31,1158
1505,200,152,37,1234
1523,178,133,36,1100
1535,226,173,46,1400
1545,230,174,46,1420
1563,253,190,46,1559
1568,220,165,43,1357
1574,286,225,47,1759
1576,206,154,39,1271
1578,193,141,37,1193
1581,231,173,46,1425
1594,210,155,8,1265
1599,250,196,45,1541
1605,181,143,22,1104
1609,213,158,39,1313
1625,257,203,46,1584
1627,194,148,40,1200
1642,202,157,35,1245
1645,219,156,31,1344
1649,214,157,37,1317
1663,194,156,37,1198
1676,172,124,36,1065
1682,212,171,39,1309
1691,186,140,32,1146
1694,236,171,43,1455
1696,219,171,40,1347
1698,199,156,38,1226
1704,201,140,8,1210
1705,184,140,19,1118
1736,215,156,40,1325
1748,191,156,40,1181
1766,150,124,28,925
1767,239,171,30,1458
1785,219,171,44,1356
1812,172,124,30,1059
1826,197,140,41,1218
1828,245,187,33,1501
1842,126,93,25,778
1844,226,171,14,1366
1849,221,171,43,1367
1852,227,171,41,1398
1855,195,156,40,1206
1867,273,203,48,1681
1869,197,156,14,1190
1896,296,218,52,1824
1899,202,171,42,1250
1901,216,156,39,1331
1905,210,140,16,1275
1910,245,187,38,1505
1912,170,124,33,1050
1952,199,156,35,1224
1956,168,140,21,1022
1958,169,140,34,1045
1960,263,187,50,1622
1986,214,156,43,1324
1987,215,156,37,1322
1989,206,156,36,1269
1995,254,187,50,1568
2005,149,109,26,918
2018,203,171,40,1255
2022,154,140,28,950
2023,199,156,37,1229
2026,239,171,15,1448
2033,198,156,20,1205
2037,197,140,42,1218
2039,359,265,6,2148
2041,133,109,7,800
2045,143,93,10,868
2050,212,156,41,1311
2055,174,140,36,1076
2060,236,171,46,1457
2063,128,93,7,769
2064,177,124,19,1079
2065,140,109,26,865
2071,201,140,38,1238
2080,120,93,8,725
2082,181,156,38,1119
2085,235,187,43,1451
2087,196,156,31,1204
2102,117,78,7,701
2108,197,156,26,1201
2112,197,156,32,1210
2116,233,156,46,1443
2124,188,140,31,1154
2126,288,203,29,1750
2130,224,171,10,1354
2133,216,171,45,1335
2134,228,171,45,1411
2136,158,109,13,960
2140,140,109,7,843
2148,143,109,20,876
2163,176,140,37,1090
2168,202,171,30,1241
2177,208,156,9,1253
2184,196,140,39,1213
2201,219,156,43,1352
2216,248,187,12,1498
2227,177,140,32,1090
2228,203,156,40,1253
2233,200,156,42,1237
2237,172,140,28,1058
2239,276,234,55,1704
2250,281,234,53,1730
2269,166,140,27,1021
2278,199,156,33,1224
2282,252,203,35,1545
2305,183,140,38,1133
2306,230,171,14,1390
2312,172,125,18,1047
2344,154,109,8,929
2351,252,171,10,1519
2371,202,156,42,1248
2383,182,140,30,1121
2385,183,140,30,1127
2397,109,78,6,657
2419,168,124,35,1040
2422,124,78,23,764
2427,126,93,24,779
2450,208,140,20,1264
2469,213,156,33,1309
2471,233,171,28,1422
2474,240,187,17,1456
2482,191,140,22,1158
2488,197,171,31,1208
2498,209,156,41,1292
2518,209,140,46,1293
2539,208,156,45,1288
2543,206,156,42,1273
2546,196,140,40,1209
2550,221,156,9,1335
2561,192,140,40,1189
2565,126,93,27,778
2569,191,156,23,1168
2574,156,124,28,961
2585,224,156,20,1359
2591,196,156,22,1193
2595,229,171,47,1417
2608,229,187,50,1415
2612,178,140,13,1074
2613,169,140,37,1047
2640,111,78,21,687
2641,192,140,38,1184
2647,188,156,31,1155
2673,151,109,29,933
2692,122,93,24,754
2702,183,124,13,1108
2708,149,109,29,921
2730,174,124,36,1079
2737,171,124,30,1052
2738,202,156,39,1246
2743,230,171,21,1397
2748,244,203,43,1505
2751,211,156,42,1307
2753,174,124,36,1076
2780,184,140,8,1109
2791,187,140,20,1139
2802,232,171,44,1434
2811,233,187,46,1442
2812,150,124,31,926
2819,219,203,46,1359
2833,182,156,40,1124
2834,151,109,31,931
2836,188,171,41,1165
2842,147,124,27,906
2847,219,203,47,1359
2848,162,124,34,1003
2852,189,140,41,1172
2857,205,156,38,1266
2862,196,140,41,1214
2890,205,156,16,1245
2905,164,124,33,1014
2917,189,140,29,1159
2918,243,187,30,1484
2921,189,124,17,1150
2922,217,156,14,1312
2925,192,140,13,1162
2929,190,140,37,1169
2932,264,218,35,1618
2939,177,124,29,1089
2940,164,125,16,995
2963,235,171,45,1450
2991,172,140,38,1067
3004,173,125,17,1050
3006,260,203,52,1605
3007,177,140,30,1088
3008,174,140,38,1079
3026,180,140,29,1105
3027,196,140,32,1203
3031,202,156,12,1221
3038,182,171,34,1120
3055,185,156,35,1140
3058,282,249,54,1739
3061,217,171,41,1338
3069,208,156,39,1280
3073,168,140,33,1040
3079,180,140,35,1114
3081,201,171,36,1238
3082,243,187,44,1498
3087,233,171,44,1436
3091,224,156,35,1374
3100,167,109,35,1033
3104,159,125,19,968
3122,190,156,35,1174
3128,167,125,32,1032
3131,214,156,13,1294
3134,151,109,33,933
3141,152,109,29,935
3142,173,124,27,1061
3143,180,156,36,1112
3145,184,156,32,1133
3165,289,218,54,1782
3173,187,140,38,1154
3177,191,124,12,1156
3192,199,140,40,1228
3196,205,156,39,1266
3206,233,187,40,1432
3212,173,125,31,1066
3213,218,171,43,1345
3214,138,109,21,846
3215,269,187,49,1659
3233,191,156,21,1159
3243,239,171,19,1448
3249,198,156,38,1222
3260,192,124,8,1158
3270,187,140,37,1157
3272,129,109,28,794
3275,185,140,23,1126
3282,178,124,12,1076
3285,187,140,39,1160
3314,167,124,31,1030
3328,177,125,30,1089
3340,249,218,38,1526
3341,201,156,37,1240
3348,174,124,30,1071
3349,197,156,39,1219
3354,205,156,38,1266
3364,171,156,19,1039
3377,195,140,23,1190
3378,189,140,36,1163
3386,209,156,23,1271
3387,157,125,30,971
3391,240,187,46,1481
3405,164,124,31,1011
3430,142,109,31,876
3457,264,218,21,1599
3459,174,140,32,1073
3465,214,156,16,1297
3473,166,125,23,1018
3476,220,140,22,1333
3487,181,140,39,1116
3492,183,124,36,1132
3495,125,93,25,771
3496,174,156,32,1072
3514,183,156,36,1130
3524,180,124,37,1114
3540,216,156,29,1321
3549,210,156,35,1292
3589,141,93,8,852
3619,187,140,38,1156
3621,185,140,36,1140
3632,171,124,35,1059
3642,161,109,23,987
3646,152,109,31,941
3652,164,124,36,1016
3672,174,140,32,1072
3680,155,109,15,943
3699,196,156,30,1203
3718,149,109,33,922
3722,112,78,8,680
3736,167,171,8,1007
3740,165,124,29,1012
3745,227,171,30,1387
3756,241,171,20,1458
3765,173,124,34,1070
3769,175,124,29,1076
3778,173,124,34,1069
3784,198,156,35,1218
3792,144,93,31,891
3796,141,109,32,870
3798,127,93,7,766
3811,213,140,9,1279
3815,146,93,32,901
3822,222,156,34,1362
3826,186,140,36,1149
3830,176,140,37,1089
3832,203,156,23,1237
3838,188,140,18,1143
3839,165,124,35,1018
3848,153,109,17,930
3854,187,140,37,1156
3882,166,124,35,1023
3898,202,140,18,1224
3899,151,109,30,931
3901,176,124,36,1089
3911,160,109,30,988
3914,226,171,45,1398
3918,210,171,13,1271
3921,209,156,42,1291
3929,202,156,38,1248
3933,183,140,37,1129
3949,249,187,47,1536
3967,225,171,39,1388
3970,177,124,26,1086
3971,197,140,27,1208
3980,225,171,35,1383
3981,150,93,19,911
3990,265,203,47,1636
3991,188,140,39,1160
3996,178,140,25,1088
3998,259,187,46,1599
4019,184,140,33,1134
4032,149,109,34,923
4039,184,140,34,1133
4040,169,124,37,1047
4041,262,203,46,1618
4042,139,109,29,857
4051,150,109,30,927
4052,253,187,46,1561
4066,250,234,45,1542
4077,269,234,46,1657
4079,218,171,43,1346
4082,124,93,24,766
4095,151,140,27,931
4111,215,171,44,1328
4116,201,140,31,1236
4123,218,203,41,1344
4141,190,140,34,1170
4153,217,156,42,1339
4167,166,125,24,1018
4170,139,93,27,859
4174,182,140,28,1119
4178,127,124,11,770
4184,187,140,30,1148
4185,188,171,35,1159
4193,200,156,40,1236
4211,188,140,29,1153
4213,143,93,26,884
4229,110,78,27,680
4250,191,171,32,1174
4255,166,109,9,1004
4269,182,171,37,1124
4289,227,171,43,1402
4292,247,171,41,1521
4305,207,140,17,1254
4319,261,203,47,1609
4323,215,156,43,1327
4329,229,171,48,1416
4331,146,109,24,895
4337,31,15,2,187
4341,186,140,41,1152
4342,199,140,38,1228
4355,264,203,20,1595
4368,199,156,40,1227
4375,217,156,40,1337
4388,233,173,48,1439
4391,151,109,35,937
4397,185,124,41,1146
4404,195,156,17,1180
4414,196,140,40,1211
4415,210,140,11,1267
4418,229,187,22,1393
4429,164,124,33,1015
4433,164,124,32,1010
4435,255,187,22,1549
4452,154,109,35,956
4460,163,124,36,1009
4465,229,156,44,1413
4468,141,109,28,872
4477,254,234,49,1567
4480,235,187,43,1447
4485,200,140,20,1217
4494,240,187,45,1479
4495,195,156,42,1206
4501,158,109,34,978
4508,192,140,9,1155
4514,248,171,49,1531
4520,170,124,33,1049
4538,174,124,33,1076
4547,153,109,28,944
4551,153,109,7,923
4553,202,187,14,1224
4556,169,124,35,1043
4560,126,390,7,761
4566,168,124,33,1035
4570,209,156,41,1292
4589,172,124,33,1061
4591,234,171,25,1424
4593,167,124,39,1033
4610,188,140,38,1159
4613,247,171,21,1496
4617,181,124,36,1118
4621,202,156,42,1251
4635,229,171,41,1409
4637,144,120,17,878
4640,240,187,19,1453
4658,162,124,31,1000
4659,206,156,26,1258
4673,211,156,14,1278
4677,160,124,15,972
4680,199,156,36,1227
4686,217,359,24,1323
4692,217,156,38,1335
4702,183,140,22,1117
4717,240,171,25,1462
4723,165,109,35,1022
4731,264,187,47,1626
4753,169,140,33,1044
4757,170,124,34,1050
4774,154,124,31,951
4779,172,109,16,1042
4792,156,109,28,963
4808,140,140,26,862
4813,151,109,28,931
4817,254,203,26,1545
4833,186,156,38,1147
4836,215,156,36,1323
4847,149,109,33,920
4863,199,140,20,1211
4875,134,93,28,829
4881,146,109,29,901
4885,220,187,21,1334
4889,135,93,32,836
4903,219,156,39,1348
4930,173,125,33,1066
4942,170,124,29,1047
4945,214,156,41,1320
4947,162,140,32,1000
4950,190,140,36,1171
4959,241,171,22,1463
4999,158,124,32,979
5009,191,140,34,1173
5016,164,124,37,1014
5021,192,124,38,1187
5025,178,140,32,1099
5030,226,187,40,1394
5036,207,140,37,1277
5038,179,124,38,1103
5043,184,124,18,1116
5048,193,140,33,1190
5049,139,93,31,862
5050,161,124,36,1000
5055,252,187,45,1551
5063,179,124,33,1106
5068,207,171,39,1278
5073,235,187,42,1446
5080,147,109,33,912
5088,198,156,33,1218
5094,207,156,40,1280
5102,203,156,41,1253
5105,95,62,4,567
5112,168,124,8,1014
5122,136,93,19,831
5124,134,93,25,827
5131,142,109,19,870
5133,141,109,16,859
5137,229,171,48,1417
5143,208,156,41,1284
5144,245,187,43,1506
5149,199,156,40,1231
5153,203,156,38,1251
5165,240,171,43,1477
5183,229,171,42,1413
5199,175,140,35,1080
5200,219,156,42,1352
5208,183,140,12,1108
5209,211,156,39,1301
5211,156,109,8,939
5213,211,156,13,1273
5222,205,156,43,1265
5236,175,124,37,1082
5239,211,156,41,1302
5246,218,171,42,1347
5250,208,156,41,1286
5278,282,218,51,1737
5280,201,140,36,1242
5283,185,140,35,1145
5293,229,171,36,1407
5320,131,93,26,807
5323,174,124,34,1077
5352,157,109,27,964
5353,118,78,8,715
5360,261,187,48,1608
5379,168,124,23,1026
5383,278,203,27,1687
5394,162,124,30,997
5398,181,140,24,1107
5400,231,171,47,1426
5420,191,156,39,1182
5436,190,140,35,1174
5457,178,124,29,1094
5486,190,156,39,1174
5489,56,46,3,338
5492,163,109,35,1007
5498,197,140,39,1219
5520,191,140,31,1172
5537,136,93,19,832
5545,155,109,35,960
5557,193,140,40,1193
5563,168,109,37,1040
5564,235,171,44,1452
5566,180,140,35,1110
5569,200,140,9,1204
5573,163,124,39,1008
5579,133,93,28,821
5589,191,124,35,1180
5591,202,140,35,1244
5609,139,140,14,845
5618,129,78,5,772
5627,183,140,36,1130
5654,172,124,32,1059
5670,257,218,49,1584
5673,209,171,20,1271
5674,164,140,29,1008
5681,172,140,31,1058
5692,171,124,35,1056
5698,211,156,16,1281
5702,184,156,33,1132
5704,172,124,29,1057
5706,251,187,27,1528
5714,190,124,33,1172
5723,232,171,44,1432
5726,242,172,37,1482
5747,281,203,49,1730
5749,199,140,33,1225
5751,165,124,36,1019
5752,170,124,36,1048
5761,187,140,33,1154
5762,231,171,33,1418
5766,153,109,27,942
5768,162,124,29,1001
5773,153,109,27,943
5781,189,140,38,1165
5786,228,187,35,1402
5791,234,171,43,1444
5796,214,156,32,1315
5797,126,93,26,779
5810,139,93,31,859
5812,238,203,42,1467
5813,220,156,34,1352
5817,175,140,32,1078
5827,186,140,33,1147
5833,205,140,34,1260
5850,198,156,14,1199
5856,203,156,37,1253
5871,157,124,27,967
5883,137,109,32,847
5885,180,140,34,1110
5895,164,124,33,1010
5899,146,109,31,900
5906,137,78,8,825
5909,203,156,38,1252
5910,111,93,17,680
5916,169,109,33,1043
5926,266,203,41,1634
5936,233,187,43,1437
5941,158,124,35,979
5947,203,140,39,1253
5949,224,171,43,1382
5952,140,109,28,865
5953,157,109,18,956
5956,158,124,35,978
5961,142,93,8,856
5963,225,171,37,1381
5967,192,156,37,1185
5968,173,124,31,1068
5973,250,171,5,1503
5974,161,109,24,986
5979,164,109,30,1012
5990,264,203,42,1623
5991,268,203,40,1646
5997,150,109,31,929
6005,173,124,17,1050
6009,197,140,37,1216
6017,150,124,31,927
6029,163,124,42,1012
6042,136,109,16,826
6050,157,109,17,951
6056,244,187,19,1479
6069,226,171,44,1395
6078,170,140,29,1047
6085,175,124,31,1077
6088,215,156,39,1323
6089,218,171,42,1346
6096,223,187,40,1375
6109,168,140,33,1039
6118,203,140,31,1245
6123,154,109,15,935
6129,169,124,29,1040
6137,182,124,40,1129
6150,155,109,30,956
6159,160,109,30,988
6165,163,124,30,1006
6167,185,203,31,1139
6183,179,124,35,1106
6189,187,140,36,1155
6192,166,124,20,1013
6202,216,156,33,1327
6205,187,171,32,1153
6213,149,109,14,904
6215,172,156,32,1059
6228,205,156,36,1265
6229,125,93,5,755
6240,209,171,45,1296
6243,239,187,40,1474
6244,245,203,19,1485
6250,194,156,37,1196
6256,175,124,35,1082
6261,172,124,34,1064
6274,197,156,34,1214
6282,183,140,24,1117
6298,212,156,31,1298
6309,172,124,35,1063
6318,139,93,7,838
6321,185,124,31,1137
6332,223,171,38,1376
6333,169,124,34,1044
6340,158,124,32,978
6344,192,140,37,1187
6356,149,109,30,921
6359,171,140,35,1058
6367,208,171,40,1284
6371,164,124,29,1010
6384,174,124,36,1076
6403,171,124,35,1055
6406,187,140,32,1150
6408,193,140,35,1191
6415,162,124,33,1004
6419,143,93,31,885
6423,269,203,28,1637
6440,255,187,46,1572
6445,149,109,29,921
6447,123,93,25,761
6451,120,93,26,742
6452,183,140,30,1127
6455,188,156,31,1157
6485,202,140,35,1245
6489,161,156,30,995
6497,163,124,34,1008
6502,159,109,28,981
6504,145,109,28,895
6506,207,140,34,1272
6507,153,156,31,947
6508,197,140,16,1192
6509,183,156,13,1108
6516,100,78,3,603
6528,184,140,39,1137
6533,172,124,34,1063
6549,162,124,28,997
6556,165,109,31,1017
6566,226,156,38,1389
6595,187,140,38,1156
6597,176,124,30,1086
6598,164,124,5,980
6603,207,156,20,1255
6606,217,187,26,1322
6612,131,93,28,813
6613,203,156,19,1234
6615,193,156,30,1184
6622,219,156,40,1349
6623,241,187,19,1457
6626,145,93,27,893
6636,166,124,30,1025
6650,192,140,36,1185
6662,185,140,20,1125
6663,170,124,36,1052
6671,132,93,28,819
6673,155,109,26,954
6681,206,156,39,1272
6684,191,140,37,1180
6699,188,140,37,1162
6723,255,203,42,1566
6727,220,156,39,1356
6750,194,140,15,1178
6768,234,171,12,1414
6774,190,140,19,1154
6781,228,171,43,1406
6799,208,156,40,1284
6802,249,171,46,1535
6804,168,109,25,1027
6810,192,140,42,1184
6815,274,203,28,1667
6822,160,124,17,973
6824,180,140,40,1116
6868,162,125,36,1004
6876,218,156,18,1324
6877,166,109,34,1022
6902,250,187,43,1539
6903,165,109,35,1020
6906,213,156,27,1300
6907,176,140,37,1089
6911,220,156,10,1325
6914,139,93,30,859
6916,239,187,27,1454
6931,168,124,33,1038
6934,208,140,32,1276
6939,199,156,31,1223
6943,145,109,15,880
6963,218,156,33,1337
6969,205,156,39,1266
6978,143,93,33,884
6979,244,171,46,1503
6987,137,93,31,847
7016,164,124,20,1002
7033,214,156,40,1322
7047,184,124,32,1133
7050,240,218,43,1480
7055,133,93,26,820
7057,159,109,30,981
7069,152,109,28,936
7071,144,93,7,867
7073,73,46,3,441
7079,137,93,30,847
7080,211,156,41,1300
7083,210,156,39,1295
7111,191,156,20,1163
7112,137,109,28,847
7126,216,156,40,1330
