user_id,faculty_id,course_name,loceq,start_date,end_date,start_time,end_time
26853,177,analysis,3142-clwa-2219,2018-03-30,2018-04-13,07:30:00,11:39:00
20671,177,analysis,3142-clwa-2099,2018-02-12,2018-03-16,14:00:00,18:02:00
15438,177,analysis,3142-clwa-2219,2018-02-01,2018-02-16,04:00:00,05:00:00
6183,177,analysis,3142-clwa-2099,2018-03-07,2018-04-15,01:30:00,03:18:00
10638,177,analysis,3142-clwa-2059,2018-02-02,2018-03-15,08:00:00,09:53:00
25938,177,analysis,3142-clwa-2019,2018-02-09,2018-02-22,08:30:00,13:05:00
12777,177,analysis,3142-clwa-2019,2018-03-15,2018-03-23,09:00:00,09:51:00
7607,177,analysis,3142-clwa-2019,2018-04-14,2018-04-19,05:30:00,09:55:00
30709,177,analysis,3142-clwa-2051,2018-03-23,2018-04-25,10:00:00,10:50:00
18177,177,analysis,3142-clwa-2019,2018-03-22,2018-04-29,01:00:00,05:16:00
1079,177,analysis,3144-clwa-4039,2018-03-07,2018-04-20,12:30:00,17:17:00
16321,177,analysis,3146-clwa-6217,2018-02-19,2018-02-24,20:30:00,21:42:00
11042,177,analysis,3142-clwa-2219,2018-04-06,2018-04-20,04:30:00,08:08:00
21804,177,analysis,3142-clwa-2231,2018-02-25,2018-04-12,16:30:00,17:01:00
1497,177,analysis,3142-clwa-2059,2018-04-04,2018-04-17,12:30:00,12:57:00
1523,177,analysis,3142-clwa-2231,2018-03-13,2018-04-14,02:00:00,02:13:00
4342,177,analysis,3142-clwa-2231,2018-02-21,2018-03-25,11:00:00,13:04:00
13434,177,analysis,3142-clwa-2219,2018-04-08,2018-04-13,19:30:00,20:06:00
5557,177,analysis,3142-clwa-2231,2018-04-16,2018-04-21,21:00:00,22:44:00
4319,177,analysis,3142-clwa-2019,2018-02-14,2018-04-15,13:30:00,17:36:00
30267,177,analysis,3142-clwa-2059,2018-02-10,2018-04-04,01:30:00,06:29:00
17601,177,analysis,3142-clwa-2219,2018-03-25,2018-04-11,15:00:00,18:26:00
28448,177,analysis,3142-clwa-2059,2018-02-17,2018-03-08,08:30:00,09:09:00
10310,177,analysis,3142-clwa-2231,2018-03-23,2018-04-07,02:30:00,05:15:00
15112,177,analysis,3142-clwa-2065,2018-03-19,2018-04-16,19:00:00,19:03:00
25557,177,analysis,3142-clwa-2019,2018-03-03,2018-04-26,14:00:00,17:32:00
21611,177,analysis,3142-clwa-2219,2018-04-17,2018-04-20,01:00:00,05:05:00
25885,177,analysis,3144-clwa-4099,2018-04-06,2018-04-19,01:00:00,04:27:00
1173,177,analysis,3142-clwa-2039,2018-03-06,2018-03-16,18:00:00,22:53:00
11344,177,analysis,3144-clwa-4059,2018-02-21,2018-02-23,14:30:00,18:24:00
20157,177,analysis,3142-clwa-2231,2018-04-29,2018-04-30,12:30:00,17:07:00
6452,177,analysis,3142-clwa-2209,2018-03-01,2018-04-07,17:00:00,17:37:00
17640,177,analysis,3142-clwa-2209,2018-03-18,2018-03-22,14:30:00,17:04:00
1202,177,analysis,3142-clwa-2219,2018-02-22,2018-03-13,12:00:00,12:51:00
10320,177,analysis,3144-clwa-4019,2018-03-31,2018-04-16,12:30:00,13:12:00
26014,177,analysis,3142-clwa-2219,2018-04-03,2018-04-30,22:30:00,03:07:00
24964,177,analysis,3142-clwa-2231,2018-03-10,2018-04-06,12:00:00,16:37:00
14494,177,analysis,3142-clwa-2099,2018-03-27,2018-04-01,20:30:00,22:41:00
18094,177,analysis,3145-clwa-5219,2018-04-02,2018-04-17,06:00:00,10:41:00
34835,177,analysis,3146-clwa-6011,2018-02-23,2018-03-18,11:30:00,12:31:00
35600,177,analysis,3142-clwa-2065,2018-04-05,2018-04-29,18:30:00,21:58:00
11408,177,analysis,3142-clwa-2065,2018-03-07,2018-04-02,21:30:00,22:22:00
18919,177,analysis,3142-clwa-2059,2018-04-03,2018-04-24,01:00:00,04:47:00
34825,177,analysis,3146-clwa-6029,2018-03-14,2018-04-01,00:30:00,00:57:00
18041,177,analysis,3142-clwa-2039,2018-03-05,2018-03-28,11:30:00,15:32:00
32451,177,analysis,3142-clwa-2231,2018-03-19,2018-03-29,02:00:00,06:42:00
23652,177,analysis,3142-clwa-2051,2018-03-20,2018-03-20,10:00:00,12:43:00
4757,177,analysis,3142-clwa-2019,2018-02-13,2018-02-18,13:00:00,13:30:00
23865,177,analysis,3142-clwa-2219,2018-02-09,2018-04-26,23:00:00,03:33:00
13003,177,analysis,3144-clwa-4019,2018-02-06,2018-03-10,05:30:00,06:56:00
38,177,analysis,3142-clwa-2019,2018-03-04,2018-04-18,09:00:00,11:57:00
12557,177,analysis,3142-clwa-2219,2018-02-15,2018-03-06,16:00:00,18:55:00
20877,177,analysis,3142-clwa-2231,2018-02-13,2018-04-28,03:00:00,05:28:00
16321,177,analysis,3146-clwa-6217,2018-04-27,2018-04-30,06:30:00,10:12:00
30749,177,analysis,3146-clwa-6049,2018-02-09,2018-03-27,00:30:00,03:49:00
12064,177,analysis,3142-clwa-2231,2018-03-12,2018-03-18,03:30:00,08:06:00
10442,177,analysis,3144-clwa-4231,2018-02-17,2018-03-04,21:00:00,01:32:00
5749,177,analysis,3142-clwa-2065,2018-04-20,2018-04-26,20:30:00,23:08:00
6244,177,analysis,3146-clwa-6029,2018-04-15,2018-04-16,19:30:00,22:28:00
9661,177,analysis,3142-clwa-2209,2018-04-18,2018-04-24,13:30:00,15:14:00
24834,177,analysis,3143-clwa-3209,2018-04-17,2018-04-18,01:00:00,01:07:00
656,177,analysis,3144-clwa-4099,2018-02-03,2018-03-12,05:30:00,08:49:00
5213,177,analysis,3144-clwa-4059,2018-02-16,2018-04-26,20:30:00,23:59:00
31502,177,analysis,3143-clwa-3231,2018-03-19,2018-04-08,07:00:00,07:03:00
24402,177,analysis,3146-clwa-6217,2018-04-12,2018-04-25,16:00:00,20:36:00
23267,177,analysis,3142-clwa-2051,2018-03-07,2018-04-20,16:30:00,16:41:00
4404,177,analysis,3146-clwa-6011,2018-02-15,2018-03-29,11:30:00,12:52:00
2269,177,analysis,3142-clwa-2209,2018-02-15,2018-03-03,07:30:00,09:26:00
19506,177,analysis,3144-clwa-4099,2018-04-07,2018-04-07,06:30:00,08:46:00
27257,177,analysis,3144-clwa-4231,2018-03-17,2018-04-06,15:30:00,16:24:00
10972,177,analysis,3142-clwa-2231,2018-04-18,2018-04-29,17:00:00,21:02:00
30278,177,analysis,3142-clwa-2065,2018-04-12,2018-04-17,06:30:00,10:24:00
22313,177,analysis,3142-clwa-2051,2018-02-02,2018-03-16,08:30:00,11:06:00
2834,177,analysis,3142-clwa-2209,2018-03-22,2018-04-02,20:30:00,23:32:00
9336,177,analysis,3146-clwa-6217,2018-02-01,2018-03-05,23:30:00,03:47:00
17745,177,analysis,3142-clwa-2051,2018-04-06,2018-04-24,17:00:00,20:12:00
15195,177,analysis,3146-clwa-6122,2018-04-26,2018-04-28,02:00:00,02:41:00
4429,177,analysis,3142-clwa-2065,2018-03-29,2018-04-06,12:30:00,13:55:00
8889,177,analysis,3142-clwa-2231,2018-04-01,2018-04-30,10:00:00,13:47:00
30391,177,analysis,3143-clwa-3231,2018-03-31,2018-04-24,10:00:00,12:12:00
3082,177,analysis,3142-clwa-2051,2018-04-13,2018-04-19,08:30:00,12:06:00
22621,177,analysis,3142-clwa-2219,2018-04-12,2018-04-20,18:30:00,21:42:00
12374,177,analysis,3142-clwa-2039,2018-03-23,2018-04-14,16:30:00,20:34:00
34644,177,analysis,3142-clwa-2059,2018-03-06,2018-04-14,19:30:00,21:28:00
34248,177,analysis,3142-clwa-2209,2018-02-18,2018-04-13,03:00:00,07:15:00
2474,177,analysis,3146-clwa-6011,2018-04-23,2018-04-26,05:30:00,08:46:00
34152,177,analysis,3142-clwa-2059,2018-03-28,2018-04-15,19:30:00,00:04:00
28607,177,analysis,3146-clwa-6217,2018-04-15,2018-04-22,18:30:00,20:31:00
34723,177,analysis,3142-clwa-2019,2018-04-03,2018-04-21,17:00:00,20:20:00
1785,177,analysis,3142-clwa-2219,2018-03-31,2018-04-02,00:30:00,03:03:00
11731,177,analysis,3144-clwa-4051,2018-04-09,2018-04-26,04:00:00,05:51:00
29059,177,analysis,3142-clwa-2231,2018-04-20,2018-04-21,15:00:00,18:07:00
27980,177,analysis,3142-clwa-2231,2018-04-30,2018-04-30,12:00:00,16:14:00
2862,177,analysis,3142-clwa-2219,2018-02-04,2018-03-20,05:30:00,08:44:00
14784,177,analysis,3144-clwa-4231,2018-02-10,2018-03-10,02:00:00,04:51:00
2862,177,analysis,3142-clwa-2219,2018-04-19,2018-04-25,18:00:00,21:35:00
29496,177,analysis,3142-clwa-2019,2018-02-17,2018-03-19,20:30:00,23:21:00
12074,177,analysis,3142-clwa-2219,2018-04-29,2018-04-30,13:30:00,16:03:00
15385,177,analysis,3142-clwa-2231,2018-03-20,2018-04-21,23:00:00,02:46:00
16544,177,analysis,3142-clwa-2051,2018-04-19,2018-04-23,10:00:00,14:52:00
18737,177,analysis,3142-clwa-2099,2018-02-23,2018-04-29,02:30:00,04:11:00
20001,177,analysis,3142-clwa-2219,2018-04-18,2018-04-25,01:30:00,03:32:00
22746,177,analysis,3142-clwa-2209,2018-02-05,2018-02-18,09:00:00,13:44:00
32121,177,analysis,3142-clwa-2019,2018-02-13,2018-04-05,00:30:00,02:10:00
20832,177,analysis,3142-clwa-2019,2018-02-25,2018-02-25,11:30:00,12:31:00
17208,177,analysis,3142-clwa-2019,2018-02-27,2018-03-12,23:30:00,00:36:00
20695,177,analysis,3142-clwa-2019,2018-03-27,2018-04-17,20:30:00,00:08:00
28591,177,analysis,3142-clwa-2099,2018-04-22,2018-04-25,20:00:00,20:58:00
15964,177,analysis,3142-clwa-2051,2018-02-23,2018-02-24,17:00:00,18:01:00
8227,177,analysis,3142-clwa-2099,2018-04-26,2018-04-30,23:00:00,02:20:00
7126,177,analysis,3142-clwa-2051,2018-02-18,2018-03-30,14:30:00,18:07:00
17234,177,analysis,3142-clwa-2231,2018-03-16,2018-03-30,05:30:00,06:56:00
18846,177,analysis,3142-clwa-2231,2018-03-29,2018-04-24,02:00:00,03:05:00
6244,177,analysis,3146-clwa-6029,2018-03-17,2018-04-27,23:00:00,00:33:00
9508,177,analysis,3142-clwa-2059,2018-04-01,2018-04-29,13:30:00,17:07:00
33977,177,analysis,3142-clwa-2209,2018-03-11,2018-04-07,09:00:00,12:51:00
865,177,analysis,3142-clwa-2051,2018-04-18,2018-04-28,10:30:00,10:30:00
25634,177,analysis,3142-clwa-2209,2018-03-05,2018-03-20,05:30:00,05:36:00
4153,177,analysis,3142-clwa-2231,2018-02-02,2018-03-18,07:00:00,07:13:00
8236,177,analysis,3142-clwa-2231,2018-03-08,2018-04-18,14:00:00,16:28:00
14164,177,analysis,3142-clwa-2099,2018-02-16,2018-04-06,02:30:00,06:54:00
7396,177,analysis,3144-clwa-4019,2018-02-01,2018-03-28,19:00:00,19:07:00
24044,177,analysis,3142-clwa-2231,2018-03-19,2018-03-26,07:30:00,10:19:00
28612,177,analysis,3142-clwa-2019,2018-03-04,2018-03-26,23:30:00,02:54:00
21507,177,analysis,3146-clwa-6049,2018-02-05,2018-02-11,17:30:00,19:05:00
24648,177,analysis,3142-clwa-2019,2018-04-20,2018-04-27,01:00:00,05:38:00
114,177,analysis,3146-clwa-6122,2018-03-13,2018-04-03,17:00:00,18:28:00
32327,177,analysis,3145-clwa-5019,2018-02-17,2018-03-15,18:30:00,19:44:00
17701,177,analysis,3142-clwa-2039,2018-04-08,2018-04-16,19:30:00,19:59:00
15718,177,analysis,3146-clwa-6011,2018-03-09,2018-04-24,12:00:00,12:12:00
15554,177,analysis,3142-clwa-2209,2018-04-29,2018-04-30,05:30:00,06:42:00
13444,177,analysis,3142-clwa-2219,2018-03-13,2018-04-14,06:30:00,10:27:00
14033,177,analysis,3142-clwa-2019,2018-02-12,2018-04-03,18:00:00,22:48:00
8929,177,analysis,3142-clwa-2051,2018-04-14,2018-04-28,02:00:00,02:09:00
13230,177,analysis,3146-clwa-6011,2018-02-03,2018-03-17,21:00:00,00:24:00
21829,177,analysis,3144-clwa-4019,2018-03-17,2018-04-19,12:30:00,15:09:00
10866,177,analysis,3142-clwa-2065,2018-04-20,2018-04-21,20:00:00,22:15:00
6963,177,analysis,3146-clwa-6049,2018-03-02,2018-03-04,01:30:00,03:52:00
28784,177,analysis,3142-clwa-2209,2018-02-20,2018-03-03,23:30:00,03:45:00
23147,177,analysis,3142-clwa-2231,2018-02-13,2018-03-30,19:30:00,19:49:00
2469,177,analysis,3146-clwa-6049,2018-02-10,2018-04-04,04:00:00,06:46:00
1705,177,analysis,3143-clwa-3019,2018-02-24,2018-03-23,10:30:00,12:48:00
2753,177,analysis,3142-clwa-2231,2018-02-17,2018-03-20,23:30:00,01:58:00
13622,177,analysis,3142-clwa-2065,2018-03-18,2018-03-21,17:00:00,19:03:00
18516,177,analysis,3142-clwa-2019,2018-02-26,2018-03-07,09:30:00,09:43:00
7624,177,analysis,3143-clwa-3051,2018-04-08,2018-04-21,14:30:00,19:28:00
23255,177,analysis,3145-clwa-5039,2018-03-07,2018-04-24,15:00:00,15:43:00
26257,177,analysis,3142-clwa-2019,2018-04-11,2018-04-30,04:30:00,08:30:00
29395,177,analysis,3142-clwa-2019,2018-04-06,2018-04-07,22:00:00,22:12:00
32527,177,analysis,3142-clwa-2099,2018-04-28,2018-04-28,21:00:00,00:41:00
10000,177,analysis,3142-clwa-2065,2018-04-21,2018-04-28,20:30:00,22:22:00
12932,177,analysis,3146-clwa-6049,2018-04-29,2018-04-30,04:00:00,07:07:00
3128,177,analysis,3142-clwa-2051,2018-03-12,2018-04-11,13:00:00,15:21:00
656,177,analysis,3144-clwa-4099,2018-02-04,2018-02-12,08:30:00,12:15:00
23148,177,analysis,3144-clwa-4019,2018-04-03,2018-04-04,08:30:00,09:31:00
21147,177,analysis,3142-clwa-2065,2018-04-04,2018-04-25,10:30:00,12:36:00
8547,177,analysis,3142-clwa-2099,2018-04-25,2018-04-28,19:00:00,20:33:00
18378,177,analysis,3142-clwa-2099,2018-04-30,2018-04-30,16:30:00,17:38:00
33702,177,analysis,3146-clwa-6131,2018-03-23,2018-03-29,18:30:00,22:45:00
21077,177,analysis,3142-clwa-2039,2018-04-10,2018-04-21,22:00:00,22:21:00
23363,177,analysis,3146-clwa-6029,2018-04-10,2018-04-30,11:00:00,13:22:00
6671,177,analysis,3142-clwa-2219,2018-03-09,2018-03-13,07:00:00,08:29:00
24436,177,analysis,3142-clwa-2209,2018-03-25,2018-03-27,16:30:00,17:51:00
23466,177,analysis,3142-clwa-2209,2018-04-07,2018-04-14,05:00:00,05:51:00
15841,177,analysis,3142-clwa-2231,2018-02-13,2018-02-18,08:00:00,10:52:00
3006,177,analysis,3142-clwa-2019,2018-04-10,2018-04-26,05:00:00,09:26:00
26037,177,analysis,3142-clwa-2231,2018-03-19,2018-03-23,12:30:00,15:41:00
user_id,faculty_id,course_name,loceq,start_date,end_date,start_time,end_time
12967,177,analysis,3142-clwa-2019,2018-03-03,2018-03-08,05:30:00,07:11:00
23386,177,analysis,3142-clwa-2051,2018-03-19,2018-03-29,17:30:00,21:32:00
7683,177,analysis,3142-clwa-2231,2018-02-07,2018-04-19,04:30:00,04:42:00
12538,177,analysis,3142-clwa-2065,2018-03-24,2018-03-30,07:30:00,09:05:00
18398,177,analysis,3145-clwa-5019,2018-02-11,2018-04-26,10:30:00,13:18:00
6078,177,analysis,3146-clwa-6217,2018-02-07,2018-02-13,19:00:00,19:18:00
32804,177,analysis,3142-clwa-2219,2018-04-08,2018-04-18,06:00:00,08:34:00
15827,177,analysis,3142-clwa-2209,2018-03-30,2018-04-20,09:00:00,13:17:00
654,177,analysis,3142-clwa-2051,2018-02-13,2018-03-21,07:00:00,11:44:00
30136,177,analysis,3142-clwa-2219,2018-04-28,2018-04-28,20:00:00,22:40:00
35573,177,analysis,3142-clwa-2231,2018-04-20,2018-04-24,18:00:00,19:51:00
22540,177,analysis,3142-clwa-2099,2018-04-06,2018-04-13,07:00:00,09:26:00
11399,177,analysis,3142-clwa-2051,2018-02-23,2018-03-12,03:00:00,05:22:00
26824,177,analysis,3142-clwa-2231,2018-02-06,2018-02-10,20:30:00,21:17:00
4460,177,analysis,3142-clwa-2219,2018-04-05,2018-04-06,05:30:00,06:00:00
29663,177,analysis,3142-clwa-2051,2018-03-17,2018-03-31,09:00:00,13:12:00
23021,177,analysis,3142-clwa-2231,2018-02-04,2018-02-07,07:30:00,09:07:00
4066,177,analysis,3142-clwa-2051,2018-02-16,2018-02-19,18:00:00,21:26:00
9680,177,analysis,3142-clwa-2019,2018-02-02,2018-02-03,18:00:00,19:16:00
6566,177,analysis,3142-clwa-2099,2018-02-01,2018-02-14,22:00:00,00:07:00
29243,177,analysis,3146-clwa-6029,2018-02-16,2018-02-26,22:00:00,23:24:00
18861,177,analysis,3142-clwa-2219,2018-02-27,2018-03-01,19:00:00,21:17:00
9042,177,analysis,3142-clwa-2019,2018-03-21,2018-04-18,09:00:00,12:26:00
653,177,analysis,3142-clwa-2219,2018-03-12,2018-03-22,15:30:00,16:41:00
31336,177,analysis,3143-clwa-3059,2018-03-29,2018-04-14,15:00:00,16:07:00
532,177,analysis,3142-clwa-2231,2018-04-11,2018-04-18,21:30:00,00:49:00
17666,177,analysis,3142-clwa-2051,2018-02-27,2018-03-12,02:30:00,05:08:00
10979,177,analysis,3142-clwa-2231,2018-02-17,2018-03-25,08:00:00,12:49:00
24382,177,analysis,3142-clwa-2065,2018-02-04,2018-02-25,15:30:00,18:39:00
14288,177,analysis,3142-clwa-2231,2018-04-25,2018-04-28,13:00:00,15:12:00
34730,177,analysis,3142-clwa-2019,2018-04-30,2018-04-30,15:00:00,16:55:00
4066,177,analysis,3142-clwa-2051,2018-03-02,2018-04-30,14:00:00,16:24:00
14947,177,analysis,3146-clwa-6217,2018-02-11,2018-03-15,09:30:00,13:53:00
19827,177,analysis,3142-clwa-2231,2018-03-08,2018-04-18,22:30:00,01:41:00
10166,177,analysis,3142-clwa-2099,2018-03-30,2018-04-18,22:00:00,23:44:00
26971,177,analysis,3142-clwa-2231,2018-04-05,2018-04-20,21:30:00,21:47:00
16841,177,analysis,3142-clwa-2231,2018-02-17,2018-04-22,06:00:00,08:36:00
21677,177,analysis,3142-clwa-2231,2018-03-05,2018-03-27,07:30:00,11:04:00
36326,177,analysis,3142-clwa-2019,2018-03-03,2018-03-30,01:00:00,02:52:00
20840,177,analysis,3142-clwa-2231,2018-04-05,2018-04-11,15:30:00,17:40:00
13975,177,analysis,3142-clwa-2219,2018-04-08,2018-04-09,15:00:00,19:45:00
27572,177,analysis,3142-clwa-2051,2018-04-13,2018-04-27,16:00:00,20:00:00
5609,177,analysis,3143-clwa-3099,2018-04-04,2018-04-24,22:30:00,23:40:00
20161,177,analysis,3142-clwa-2019,2018-03-20,2018-04-18,05:00:00,09:11:00
7083,177,analysis,3142-clwa-2019,2018-02-08,2018-04-05,16:00:00,19:26:00
34829,177,analysis,3142-clwa-2065,2018-03-26,2018-04-29,03:30:00,03:51:00
27552,177,analysis,3142-clwa-2051,2018-03-12,2018-04-18,19:30:00,19:51:00
20881,177,analysis,3142-clwa-2059,2018-02-19,2018-04-14,14:30:00,15:02:00
33280,177,analysis,3146-clwa-6217,2018-04-13,2018-04-29,06:30:00,09:21:00
17339,177,analysis,3143-clwa-3019,2018-02-14,2018-03-27,11:00:00,11:29:00
7632,177,analysis,3142-clwa-2051,2018-04-10,2018-04-27,02:30:00,06:12:00
4547,177,analysis,3142-clwa-2209,2018-03-01,2018-03-09,21:00:00,21:44:00
10824,177,analysis,3142-clwa-2019,2018-04-09,2018-04-17,10:00:00,12:33:00
8850,177,analysis,3142-clwa-2219,2018-04-06,2018-04-26,16:00:00,17:03:00
3901,177,analysis,3142-clwa-2219,2018-02-21,2018-03-19,10:00:00,11:42:00
20695,177,analysis,3142-clwa-2019,2018-03-24,2018-04-16,02:00:00,06:23:00
26495,177,analysis,3146-clwa-6029,2018-03-30,2018-04-05,14:30:00,19:19:00
15836,177,analysis,3146-clwa-6011,2018-04-07,2018-04-07,23:30:00,23:50:00
33567,177,analysis,3142-clwa-2019,2018-02-24,2018-03-12,05:00:00,07:25:00
18967,177,analysis,3142-clwa-2209,2018-03-26,2018-04-19,20:00:00,20:24:00
10160,177,analysis,3142-clwa-2099,2018-03-18,2018-04-22,18:00:00,22:34:00
16138,177,analysis,3142-clwa-2059,2018-04-27,2018-04-28,17:30:00,20:30:00
16148,177,analysis,3145-clwa-5219,2018-04-28,2018-04-28,08:30:00,11:05:00
33918,177,analysis,3142-clwa-2051,2018-03-16,2018-04-27,10:30:00,12:09:00
6244,177,analysis,3146-clwa-6029,2018-03-16,2018-03-27,17:30:00,19:34:00
28975,177,analysis,3142-clwa-2209,2018-02-02,2018-03-23,22:30:00,23:10:00
12562,177,analysis,3142-clwa-2019,2018-03-20,2018-04-01,15:00:00,17:21:00
25909,177,analysis,3146-clwa-6029,2018-03-16,2018-04-24,13:00:00,17:33:00
1705,177,analysis,3143-clwa-3019,2018-03-03,2018-03-21,13:00:00,16:32:00
20300,177,analysis,3142-clwa-2219,2018-03-25,2018-04-16,03:30:00,05:37:00
27909,177,analysis,3142-clwa-2051,2018-03-05,2018-04-25,12:00:00,15:23:00
9401,177,analysis,3142-clwa-2219,2018-04-24,2018-04-26,01:00:00,05:16:00
18177,177,analysis,3142-clwa-2019,2018-02-11,2018-03-24,09:30:00,12:53:00
5723,177,analysis,3142-clwa-2019,2018-03-16,2018-03-25,00:00:00,03:30:00
28795,177,analysis,3142-clwa-2231,2018-04-12,2018-04-28,04:00:00,08:16:00
3745,177,analysis,3142-clwa-2039,2018-04-15,2018-04-24,15:30:00,19:13:00
23657,177,analysis,3142-clwa-2019,2018-03-24,2018-04-12,22:00:00,22:50:00
12158,177,analysis,3146-clwa-6049,2018-04-05,2018-04-25,05:30:00,09:48:00
31893,177,analysis,3142-clwa-2019,2018-04-16,2018-04-18,13:30:00,15:12:00
3619,177,analysis,3142-clwa-2065,2018-03-29,2018-04-01,14:30:00,15:50:00
26440,177,analysis,3142-clwa-2219,2018-04-23,2018-04-29,20:00:00,21:27:00
2612,177,analysis,3144-clwa-4019,2018-03-21,2018-04-29,13:30:00,14:04:00
10868,177,analysis,3142-clwa-2019,2018-04-06,2018-04-24,03:00:00,07:55:00
20565,177,analysis,3142-clwa-2051,2018-04-23,2018-04-26,09:00:00,12:55:00
22131,177,analysis,3142-clwa-2051,2018-04-01,2018-04-07,22:30:00,23:08:00
17954,177,analysis,3143-clwa-3065,2018-04-17,2018-04-30,03:30:00,08:21:00
35995,177,analysis,3142-clwa-2219,2018-04-29,2018-04-30,07:00:00,08:30:00
3131,177,analysis,3144-clwa-4019,2018-03-12,2018-03-24,18:30:00,21:24:00
5183,177,analysis,3142-clwa-2219,2018-03-17,2018-03-22,20:00:00,23:52:00
14897,177,analysis,3142-clwa-2099,2018-03-10,2018-04-23,05:00:00,06:21:00
26219,177,analysis,3143-clwa-3099,2018-04-10,2018-04-15,18:00:00,20:05:00
6799,177,analysis,3142-clwa-2051,2018-02-27,2018-03-08,14:30:00,19:03:00
17140,177,analysis,3142-clwa-2051,2018-04-24,2018-04-24,16:00:00,17:45:00
9655,177,analysis,3142-clwa-2219,2018-03-07,2018-04-23,14:30:00,16:37:00
34458,177,analysis,3142-clwa-2051,2018-02-16,2018-04-24,13:00:00,16:59:00
4418,177,analysis,3146-clwa-6029,2018-04-10,2018-04-28,21:00:00,23:16:00
3260,177,analysis,3145-clwa-5219,2018-03-16,2018-04-08,06:30:00,09:46:00
15893,177,analysis,3142-clwa-2219,2018-04-27,2018-04-30,03:30:00,03:34:00
26897,177,analysis,3142-clwa-2209,2018-03-05,2018-03-24,08:30:00,11:28:00
4229,177,analysis,3142-clwa-2099,2018-02-21,2018-02-27,17:00:00,20:39:00
2133,177,analysis,3142-clwa-2019,2018-02-20,2018-04-23,18:00:00,19:44:00
1576,177,analysis,3142-clwa-2231,2018-03-30,2018-04-29,14:30:00,16:08:00
3830,177,analysis,3142-clwa-2019,2018-02-04,2018-03-24,07:00:00,07:21:00
23658,177,analysis,3143-clwa-3099,2018-03-28,2018-04-09,22:00:00,02:04:00
35972,177,analysis,3142-clwa-2219,2018-02-26,2018-02-28,17:00:00,19:34:00
17755,177,analysis,3142-clwa-2231,2018-03-25,2018-04-30,19:00:00,23:54:00
5213,177,analysis,3144-clwa-4059,2018-03-30,2018-04-14,07:00:00,09:14:00
3206,177,analysis,3142-clwa-2231,2018-03-25,2018-04-07,10:00:00,14:16:00
28837,177,analysis,3142-clwa-2019,2018-03-14,2018-04-26,23:30:00,01:17:00
11817,177,analysis,3142-clwa-2051,2018-04-06,2018-04-29,18:00:00,20:42:00
